expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,IUM
19981882,TINADERM® SOLUCION,BAYER S.A.,INVIMA 2007M-0007211,15/08/2007,29/08/2017,Vencido,19981882,1,15.0,FRASCO POR 15MLSIN DATOY DOSIFICADOR EN POLIETILENO DE BAJA DENSIDAD. TAPA EN POLIPROPILENO,Inactivo,30/07/2007,29/08/2017,No,ml,D01AE18,TOLNAFTATO,TOPICA (EXTERNA),B,TOLNAFTATO,g,100000.0,100ML,SOLUCION TOPICA,EUROFARMA COLOMBIA S.A.S,FABRICANTE,FABRICAR Y VENDER,
226307,RIFAMPICINA 150 MG CAPSULAS,LABORATORIOS CHILE S.A.,INVIMA M-010935,06/02/1998,14/06/2008,Vencido,226307,5,1000.0,ENVASE CLINICO X 1000 CAPSULAS,Inactivo,28/07/2011,28/07/2011,No,U,J04AB02,RIFAMPICINA,ORAL,A,RIFAMPICINA,mg,15000000.0,CAPSULA,CAPSULA DURA,DISTRIBUIDORA CENTRAL DE DROGAS & CIA. LTDA.,IMPORTADOR,IMPORTAR Y VENDER,
19982149,TIOPENTAL INYECTABLE,LABORATORIO INTERNACIONAL ARGENTINO S.A.,INVIMA 2008M-0007890,26/03/2008,22/04/2018,Vencido,19982149,1,1.0,CAJA POR 1 FRASCO AMPOLLA DE VIDRIO TIPO II INCOLORO (50ML) CON 1G.,Inactivo,10/11/2007,22/04/2018,No,g,N01AF03,TIOPENTAL,INTRAVENOSA,A,TIOPENTAL SODICO,g,100000.0,FRASCO AMPOLLA,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,LABORATORIOS SYNTHESIS LTDA & CIA S.C.A.,IMPORTADOR,IMPORTAR Y VENDER,
19982753,VITAMINA K1 10 MG/MLEMULSION INYECTABLE,VITALIS S.A.C.I.,INVIMA 2008M-0008043,30/04/2008,16/05/2018,Vencido,19982753,9,50.0,CAJA X 50 AMPOLLA DE VIDRIO TIPO I AMBAR X 1 ML,Inactivo,10/02/2007,16/05/2018,No,U,B02BA01,FITOMENADIONA,SUBCUTANEA,A,VITAMINA K1,mg,1000000.0,1 ML,EMULSION INYECTABLE,VITALIS S.A.C.I PLANTA 8,FABRICANTE,FABRICAR Y VENDER,
19984568,MOVIFLEXMSMPOLVO,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2008M-0008139,23/05/2008,06/06/2018,Vencido,19984568,4,7.0,CAJA PORSIN DATO 7SIN DATO SOBRESSIN DATODE POLIPROPILENO BIO-ORIENTADO CON FOIL DE ALUMINIO POR 8 G.,Inactivo,11/09/2007,06/06/2018,No,U,M01AX05,GLUCOSAMINA,ORAL,A,METILSULFONILMETANO,mg,240000000.0,SOBRE POR 8 G DE POLVO.,POLVO PARA RECONSTITUIR A SOLUCION ORAL,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19984719,TAMSULOSIN 0.4 MG CAPSULA DE LIBERACION PROLONGADA,AMERICAN GENERICS S.A.S.,INVIMA 2008M-0008149,30/05/2008,13/06/2018,Vencido,19984719,3,30.0,CAJA POR 30 CAPSULAS EN BLISTER PVDC/ALUMINIO.,Inactivo,02/11/2008,13/06/2018,No,U,G04CA02,TAMSULOSINA,ORAL,A,TAMSULOSINA CLORHIDRATO PELLETS 300 MG EQUIVALENTES A TAMSULOSINA CLORHIDRATO 0.400 MG,mg,0.4,CAPSULA,CAPSULA DE LIBERACION PROLONGADA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
19984719,TAMSULOSIN 0.4 MG CAPSULA DE LIBERACION PROLONGADA,AMERICAN GENERICS S.A.S.,INVIMA 2008M-0008149,30/05/2008,13/06/2018,Vencido,19984719,4,100.0,CAJA POR 100 CAPSULAS EN BLISTER PVDC/ALUMINIO.,Inactivo,02/11/2008,13/06/2018,No,U,G04CA02,TAMSULOSINA,ORAL,A,TAMSULOSINA CLORHIDRATO PELLETS 300 MG EQUIVALENTES A TAMSULOSINA CLORHIDRATO 0.400 MG,mg,0.4,CAPSULA,CAPSULA DE LIBERACION PROLONGADA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER,
19989553,ENTEROMEB SUSPENSION,SOCIEDAD ALDANKEMI LTDA.,INVIMA 2008M-0008567,15/10/2008,27/10/2018,Vencido,19989553,1,120.0,FRASCOSIN DATOPORSIN DATO120 MILILITROS,Inactivo,18/06/2008,27/10/2018,No,ml,A07BC30,COMBINACIONES,ORAL,B,CAOLIN COLOIDAL,g,2000000.0,100 ML DE SUSPENSION,SUSPENSION ORAL,SEVERIANO FERNÁNDEZS.A.S,FABRICANTE,FABRICAR Y VENDER,
19989582,MUSCORIL ® 8 MG CAPSULAS,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2008M-0009038,19/12/2008,02/09/2019,Vencido,19989582,1,2.0,MUESTRA MÉDICA: CAJA DE PVP POR 2 CAPSULA DE GELATINA DURA EN BLISTER DE PVC TRANSPARENTE/ALUMINIO,Inactivo,07/10/2008,02/09/2019,Si,U,M03BX05,TIOCOLCHICOSIDA,ORAL,A,TIOCOLCHICÓSIDO,mg,800000.0,CÁPSULA DURA,CAPSULA DURA,SANOFI-AVENTIS DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19990428,PENICILINA G SODICA 5000000UI POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,PROCAPS S.A.,INVIMA 2008M-0008224,19/06/2008,07/03/2018,Vencido,19990428,3,10.0,CAJA POR 10 VIALES DE VIDRIO TIPO I INCOLORO. QUE CONTIENEN PENICILINA G SODICA 5.000.000 UI CADA UNO,Inactivo,04/10/2008,07/03/2018,No,U,J01CE01,BENZILPENICILINA,INTRAMUSCULAR,A,PENICILINA G SODICA EQUIVALENTE A PENICILINA G,UI,500000000000.0,VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,VITROFARMA S.A. PLANTA 1,FABRICANTE,FABRICAR Y VENDER,
19990906,HIDROXICINA CLORHIDRATO 2.5MG/ML SOLUCION ORAL,GLOBAL INTERNATIONAL MEDICINE S.A.S. GIMED S.A.S.,INVIMA 2009M-0010076,10/01/2009,21/10/2019,Vencido,19990906,1,120.0,FRASCO DE PEAD PREIMPRESO DE COLOR BLANCO X 120 ML .,Inactivo,21/07/2008,21/10/2019,No,ml,N05BB01,HIDROXIZINA,ORAL,B,HIDROXICINA CLORHIDRATO,g,0.25,100 ML DE SOLUCION ORAL,SOLUCION ORAL,LABORATORIOS DEMAC LTDA. (ANTES GIMED),FABRICANTE,FABRICAR Y VENDER,
19991059,COMPLEJO B 2ML SOLUCION INYECTABLE,PRODUCTORA DE CAPSULAS DE GELATINA S.A.. PROCAPS S.A.,INVIMA 2009M-0009156,02/02/2009,02/12/2019,Vencido,19991059,4,12.0,CAJA CON 12 AMPOLLA AMBAR TIPO I POR 2 ML. C/U.,Inactivo,07/10/2008,02/12/2019,No,U,A11JA01,COMPLEJO B,INTRAMUSCULAR,A,TIAMINA CLORHIDRATO (VITAMINA B1) 50MG,mg,5000000.0,AMPOLLA POR 2ML,INYECTABLES,PHARMAYECT S.A.,FABRICANTE,FABRICAR Y VENDER,
19991625,AKATINOL 10 MG/G SOLUCION ORAL,MERZ PHARMACEUTICALSGMBH,INVIMA 2009M-0009135,27/01/2009,02/05/2019,Vencido,19991625,4,20.0,MUESTRA MEDICA:SIN DATOFRASCO DE VIDRIO TIPO III POR 20 GRAMOS DE SOLUCIÓN,Inactivo,15/08/2008,02/05/2019,No,g,N06DX01,MEMANTINA,ORAL,C,MEMANTINA CLORHIDRATO 10 MG EQUIVALENTE A MEMANTINA BASE,mg,831000.0,CADA 1.024 ML DE SLN,SOLUCION ORAL,FARMA DE COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,
19991826,ADVIL NOCHE,PFIZER PFE COLOMBIA S.A.S.,INVIMA 2008M-0008582,17/10/2008,31/10/2018,Vencido,19991826,8,4.0,SOBRE PORTA BLISTER POR 4 CÁPSULAS EN EMPAQUE INDIVIDUAL TIPO BLISTER PVDC/ALUMINIO POR 4 CÁPSULAS,Inactivo,30/08/2010,,No,U,R06AA52,DIFENHIDRAMINA COMBINACIONES,ORAL,A,DIFENHIDRAMINA HCL,mg,2500000.0,CAPSULA BLANDA,CAPSULA BLANDA,PRODUCTORA DE CAPSULAS DE GELATINA S.A.. PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
19992183,CLINDAMICINA 600 MG/4 ML SOLUCIÓN INYECTABLE,PHARMAYECT S.A.,INVIMA 2008M-0008533,10/08/2008,24/10/2018,Vencido,19992183,3,50.0,CAJA X 50 AMPOLLAS TRANSPARENTES X 4 ML,Inactivo,25/07/2008,24/10/2018,No,ml,J01FF01,CLINDAMICINA,INTRAMUSCULAR,A,CLINDAMICINA FOSFATO 758 UG/MG EQUIVALENTE A CLINDAMIZINA BASE,mg,60000000.0,4 ML,SOLUCION INYECTABLE,PHARMAYECT S.A.,FABRICANTE,FABRICAR Y VENDER,
19992788,CLAVULAX-625 (AMOXICILINA Y CLAVULANATO DE POTASIOUSP 625),OKASA PHARMA PVT. LTD.,INVIMA 2009M-0009187,02/09/2009,20/02/2019,Vencido,19992788,4,100.0,CAJA DE CARTÓN POR 100 TABLETAS RECUBIERTAS EN 10 BLISTER ALU/ALU C/U POR 10 TABLETAS,Inactivo,28/07/2009,20/02/2019,No,U,J01CR02,AMOXICILINA Y BETA-LACTAMASA INHIBIDOR,ORAL,A,AMOXICILINA TRIHIDRATOBP EQUIVALENTE A AMOXICILINA,mg,50000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,OKASA PHARMA PVT. LTD.,FABRICANTE,IMPORTAR Y VENDER,
19993127,MEJORAL ULTRA,ROWELL LABORATORIOS S.A.S.,INVIMA 2008M-0008782,26/11/2008,12/09/2018,Vencido,19993127,4,60.0,CAJA PORSIN DATO60 TABLETAS EN BLISTER DE ALUMINIO Y PVC TRANSPARENTE ATOXICO DE ALTA DENSIDAD POR 5 TABLETAS,Inactivo,09/10/2008,12/09/2018,No,U,M02AA13,IBUPROFENO,ORAL,A,IBUPROFENO,mg,80000000.0,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,BIOGEN LABORATORIOS DE COLOMBIA S.A.S.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
19993867,DEXAMETASONA,LABORATORIOS PISA S.A. DE C.V.,INVIMA 2009M-0009095,16/01/2009,30/01/2019,Vencido,19993867,1,1.0,CAJA CON UNA AMPOLLETA DE 2 ML,Inactivo,10/02/2008,30/01/2019,No,U,H02AB02,DEXAMETASONA,PARENTERAL,A,FOSFATO SODICO DE DEXAMETASONA EQUIVALENTE A FOSFATO DE DEXAMETASONA,mg,800000.0,AMPOLLETA,SOLUCION INYECTABLE,LABORATORIOS PISA S.A. DE C.V.,FABRICANTE,IMPORTAR Y VENDER,
19994189,IPCA RAMCOR - 2.5,IPCA LALBORATORIESLIMITED,INVIMA 2008M-0008905,12/09/2008,19/12/2018,Vencido,19994189,2,2.0,CAJA POR UN BLISTER DE 2 CAPSULAS MUESTRA MEDICA,Inactivo,20/06/2011,19/12/2018,No,U,C09AA05,RAMIPRIL,ORAL,A,RAMIPRIL,mg,250000.0,CÁPSULA,CAPSULA DURA,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,IMPORTADOR,IMPORTAR Y VENDER,
19996118,ABRETIA 18MG CAPSULAS,MEGALABS COLOMBIA S.A.S.,INVIMA 2008M-0009021,18/12/2008,27/01/2019,Vencido,19996118,1,1.0,CAJA CARTULINA POR 1. CAPSULAS DE GELATINA DURA EN BLISTER ALUMINIO-PVC INCOLORO,Inactivo,28/10/2008,27/01/2019,No,U,N06BA09,ATOMOXETINA,ORAL,A,20.6MG DE ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE 18 MG,mg,1800000.0,CADA CÁPSULA,CAPSULA DURA,ROEMMERS S.A.,FABRICANTE,IMPORTAR Y VENDER,
19996124,Z - FULL DEFENSETABLETA CUBIERTA,TECNOQUIMICAS S.A.,INVIMA 2010M-0010783,05/07/2010,10/01/2021,Vencido,19996124,4,50.0,CAJA CON UN FRASCO PEAD POR 50 TABLETAS,Inactivo,11/06/2008,10/01/2021,No,U,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,A,PIRIDOXINA CLORHIDRATO,mg,630000.0,TABLETA CUBIERTA,TABLETA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER,
19996124,Z - FULL DEFENSETABLETA CUBIERTA,TECNOQUIMICAS S.A.,INVIMA 2010M-0010783,05/07/2010,10/01/2021,Vencido,19996124,10,5.0,MUESTRA MEDICA: CAJA CON UN FRASCO PEAD POR 5 TABLETAS,Inactivo,11/06/2008,10/01/2021,No,U,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,A,PIRIDOXINA CLORHIDRATO,mg,630000.0,TABLETA CUBIERTA,TABLETA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER,
19996419,EZETIMIBA 10 MG + SIMVASTATINA 10 MG,COLOMBIANA DE SUMINISTROS MEDICOS HOSPITALARIOS LTDA - COLMED LTDA,INVIMA 2008M-0009029,19/12/2008,22/01/2019,Vencido,19996419,8,40.0,CAJA X 40 UNIDADES EN EMPAQUE TIPO BLISTER X 10 UNIDADES EN ALUMINIO / ALUMINIO,Inactivo,25/10/2008,22/01/2019,No,U,C10AA01,SIMVASTATINA,ORAL,A,EZETIMIBA,mg,1000000.0,CAPSULA BLANDA,CAPSULA BLANDA,PRODUCTORA DE CAPSULAS DE GELATINA S.A.. PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
19997834,DIALISIS PERITONEAL CON DEXTROSA 2.25%,CORPORACIÓN DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL - CORPAUL.,INVIMA 2009M-0009256,17/02/2009,26/02/2019,Vencido,19997834,2,2500.0,BOLSA POR 2500 ML. EN PVC GRADO MEDICO. UNIDA A BOLSA DE DESECHO DE PP MULTICAPA POR MANGUERA DE PVC Y ACCESORIOS.,Inactivo,29/10/2010,26/02/2019,No,ml,B05DB99,SOLUCION HIPERTONICAPARA DIALISIS PERITONEAL,INTRAPERITONEAL,C,DEXTROSA MONOHIDRATO,mg.,2475000.0,ML.,SOLUCION ESTERIL PARA IRRIGACION,CORPORACION DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL - CORPAUL,FABRICANTE,FABRICAR Y VENDER,
19999088,GLICELAX ADULTOS,OTC CONSUMER PHARMACEUTICAL S.A.S.,INVIMA 2009M-0009644,19/05/2009,05/01/2019,Vencido,19999088,9,20.0,FRASCO DE PVC BLANCO CON TAPA DE PP. POR 20 SUPOSITORIOS EN ALVEOLO DE PVC EN TIRAS POR 5 SUPOSITORIOS C/U.,Inactivo,13/03/2009,05/01/2019,No,U,A06AX01,GLICEROL,RECTAL,A,GLICERINA USP,g.,234900.0,SUPOSITORIO,SUPOSITORIO,BIOGEN LABORATORIOS DE COLOMBIA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20001943,DIGACID TABLETAS RECUBIERTAS 150 MG,BLUEPHARMA COLOMBIA S.A.S.,INVIMA 2009M-0009785,24/06/2009,07/08/2019,Vencido,20001943,6,200.0,CAJA POR 200 TABLETAS EN FOILSIN DATOALUMINIO/ALUMINIO,Inactivo,13/02/2009,07/08/2019,No,U,A02BA02,RANITIDINA,ORAL,A,RANITIDINA CLORHIDRATO EQUIVALENTE A RATINIDINA BASE,mg,15000000.0,TABLETA RECUBIERTA,TABLETA,BIOGEN LABORATORIOS DE COLOMBIA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20002095,WEI - TOS,NEW AGE NATURAL SAS,INVIMA 2009M-0009585,05/06/2009,20/05/2019,Vencido,20002095,1,10.0,CAJA POR 10 CÁPSULAS. EN BLISTERS POR 10 CÁPSULAS,Inactivo,27/01/2009,20/05/2019,No,U,R05DB20,COMBINACIONES,ORAL,A,BROMHIDRATO DE DEXTROMETORFANO,mg,1000000.0,CÁPSULA BLANDA,CAPSULA BLANDA,GELCAPS EXPORTADORA DE MEXICO S.A. DE C.V.,FABRICANTE,IMPORTAR. ENVASAR Y VENDER,
20002818,BRONCODEX JARABE (GUAIFENESIN 2 G + BROMHEXINA HCI 0.08 G),GRUPO DE INVESTIGACION FARMACÉUTICA COLOMBIANO S.A GRUINFACOL S.A.,INVIMA 2009M-0009777,24/06/2009,07/07/2019,Vencido,20002818,1,120.0,FRASCO PET AMBAR X 120 ML .,Inactivo,20/02/2009,07/07/2019,No,ml,R05CA03,GUAIFENESINA,ORAL,B,BROMHEXINA CLORHIDRATO,g,0.08,100 ML,JARABE,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20003418,OXEPINE 10 MG TABLETAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2009M-0009665,19/05/2009,06/01/2019,Vencido,20003418,4,10.0,CAJA POR 10 TABLETAS,Inactivo,03/10/2009,06/01/2019,No,U,N05AH03,OLANZAPINA,ORAL,A,OLANZAPINA,mg,1000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20006864,DERMOTIL® UNGUENTO,GLENMARK PHARMACEUTICALS LIMITED,INVIMA 2009M-0010191,11/04/2009,18/11/2019,Vencido,20006864,5,30.0,TUBO COLAPSIBLE DE ALUMINIO LACADO POR 30 G,Inactivo,08/07/2009,18/11/2019,No,g,D07AC13,MOMETASONA,TOPICA (EXTERNA),D,MOMETASONA FUROATO,mg,0.1,CADA 100 G DE UNGUENTO,UNGUENTO TOPICO,GLENMARK PHARMACEUTICALS LTD.,FABRICANTE,IMPORTAR Y VENDER,
20006964,VOLVIL RETARD® CAPSULAS,BIOQUIMICO PHARMAS.A.,INVIMA 2009M-0010007,09/08/2009,16/09/2019,Vencido,20006964,3,50.0,CAJA DE CARTON POR 50 CAPSULAS EN BLISTER DE PVC AMBAR/ALUMINIO. POR 10 CAPSULAS C/U.,Inactivo,07/07/2009,16/09/2019,No,U,M01AB05,DICLOFENACO,ORAL,A,DICLOFENACO SODICO EN MICROGRANULOS 500 MG.. EQUIVALENTE A DICLOFENACO SODICO,mg.,10000000.0,CÁPSULA DE LIBERACIÓN RETARDADA,CAPSULA DURA,COASPHARMA S.A.S.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
20007503,LACTATO DE RINGERSOLUCIONPARA INYECCION,OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED,INVIMA 2010M-0010366,02/03/2010,23/02/2020,Vencido,20007503,6,250.0,FRASCO PLASTICO POR 250 ML,Inactivo,18/08/2009,23/02/2020,No,ml,R01AX99,CLORURO DE SODIO,INTRAVENOSA,A,SOLUCION DE LACTATO DE SODIO AL 60% EQUIVALENTE A SODIO LACTATO,g,0.32,CADA 100 ML,SOLUCION INYECTABLE,CLARIS LIFESCIENCES COLOMBIA LTDA.,IMPORTADOR,IMPORTAR Y VENDER,
20007888,REGENASURE,CADIEP DISTRIBUCIONES SAS,INVIMA 2010M-0010632,31/03/2010,10/01/2021,Vencido,20007888,2,30.0,CAJA DE CARTON POR 30 SOBRES EN PAPEL POUCH / FOIL ALUMINIO POR 4 GRAMOS,Inactivo,21/08/2009,10/01/2021,No,U,M01AX99,GLUCOSAMINA/CONDROITINA,ORAL,A,GLUCOSAMINA SULFATO CLORURO DE POTASIO EQUIVALENTE A GLUCOSAMINA SULFATO,g,150000.0,SOBRE X 4 G,POLVO PARA RECONSTITUIR A SOLUCION ORAL,LABORATORIO QUIMIFARMA SAS,FABRICANTE,FABRICAR Y VENDER,
20008068,REUTRID 4 MG,PROCAPS S.A.,INVIMA 2010M-0010532,03/05/2010,10/01/2021,Vencido,20008068,4,30.0,CAJA X 30 CAPSULAS BLANDAS DE GELATINA EN BLISTER ALU/ALU POR 10 CAPSULAS BLANDAS C/U.,Inactivo,25/08/2009,10/01/2021,No,U,M03BX05,TIOCOLCHICOSIDA,ORAL,A,TIOCOLCHICOSIDO,mg,400000.0,CAPSULA BLANDA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20009532,CYCLOGEST GEL VAGINAL,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2010M-0010527,03/03/2010,10/01/2021,Vencido,20009532,22,1.0,CAJA POR TUBO DE POLIETILENO / FOIL DE ALUMINIO / POLIETILENO POR 40G DE GEL CON 30 CANULAS APLICADORAS CADA UNO. REGISTRO SANITARIO DE LAS CÁNULAS: INVIMA 2011DM-0008246,Inactivo,14/10/2014,15/10/2014,No,U,G03DA04,PROGESTERONA,VAGINAL,A,PROGESTERONA,g,800000.0,100 G DE GEL,GEL VAGINAL,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20009949,QUETIAPINA 25 MG TABLETAS,AMERICAN GENERICS S.A.S.,INVIMA 2010M-0010787,05/12/2010,10/01/2020,Vencido,20009949,2,5.0,CAJA POR 5 TABLETAS EN BLISTERSIN DATOLAMINADO ALUMINIO/ ALUMINIO (ALU/ALU)SIN DATOPOR 5 TABLETAS.,Inactivo,17/03/2010,10/01/2020,No,U,N05AH04,QUETIAPINA,ORAL,A,QUETIAPINA FUMARATO 28.783 MG EQUIVALENTE A QUETIAPINA,mg,2500000.0,TABLETA CUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20010598,NEW KARBOOM TABLETA,NEWPHARM S.A.,INVIMA 2009M-0010240,12/03/2009,16/12/2019,Vencido,20010598,2,4.0,ESTUCHE DE CARTON 4 TABLETAS EN BLISTER DE PVC/ALU,Inactivo,10/08/2009,16/12/2019,No,U,A02AC01,CALCIO CARBONATO,ORAL,A,CARBON ACTIVADO,mg,20000000.0,TABLETA,TABLETA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20010821,ACICLOVIR 200 MG TABLETAS,LABORATORIOS BEST S.A.,INVIMA 2010M-0011309,09/09/2010,14/10/2015,Vencido,20010821,2,250.0,CAJA PLEGADIZA POR 250 TABLETAS EN BLISTER DE PVC TRANSPARENTE/ALUMINIO.,Inactivo,09/02/2010,14/10/2015,No,U,J05AB01,ACICLOVIR,ORAL,A,ACICLOVIR,mg,20000000.0,TABLETA,TABLETA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20013659,GAVISCON® TABLETAS MASTICABLES SABOR A MENTA,RECKITT BENCKISER COLOMBIA S.A.,INVIMA 2010M-0011015,24/06/2010,07/08/2015,Vencido,20013659,7,48.0,CAJA X 48 TABLETAS MASTICABLES,Inactivo,17/06/2011,07/08/2015,No,U,A02AH99,ANTIACIDOS CON BICARBONATO DE SODIO,BUCAL,A,ALGINATO DE SODIO,mg,25000000.0,CADA TABLETA MASTICABLE,TABLETA MASTICABLE,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,FABRICANTE,IMPORTAR Y VENDER,
20014713,LOPIDEX (DESLORATADINA 5 MG) TABLETA CUBIERTA,GRUPO DE INVESTIGACION FARMACÉUTICA COLOMBIANO S.A GRUINFACOL S.A.,INVIMA 2010M-0011026,28/06/2010,07/12/2015,Vencido,20014713,1,10.0,CAJA POR 10 TABLETAS EN BLISTER DE PVC/PVDC TRANSPARENTE/ALUMINIO.,Inactivo,17/03/2010,07/12/2015,No,U,R06AX27,DESLORATADINA,ORAL,A,DESLORATADINA,mg,500000.0,TABLETA CUBIERTA,TABLETA RECUBIERTA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20016512,REYAVIR - ATAZANAVIR 150 MG CAPSULAS,LABORATORIOS SANICOL S.A.S,INVIMA 2010M-0011734,15/12/2010,23/12/2015,Vencido,20016512,2,60.0,FRASCO POR 60 CAPSULAS,Inactivo,24/03/2010,23/12/2015,No,U,J05AE08,ATAZANAVIR,ORAL,A,ATAZANAVIR SULFATO EQUIVALENTE A ATAZANAVIR,mg,15000000.0,CÁPSULA,CAPSULA DURA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20017240,NIMOFAR 60 MG TABLETAS RECUBIERTAS,DROGUERIA FARMAINDUSTRIA S.A.,RSM-EXP20100010955,06/11/2010,07/09/2015,Vencido,20017240,25,60.0,CAJA POR 60 TABLETA EN BLISTER PVC AMBAR-ALU,Inactivo,06/03/2010,07/09/2015,No,U,C08CA06,NIMODIPINA,ORAL,A,NIMODIPINO,mg,6000000.0,TABLETA,TABLETA RECUBIERTA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y EXPORTAR,
20017413,SOMEL TABLETAS 500 MG - METRONIDAZOL 500MG TABLETAS,TRIDEX FARMACEUTICA S.A.,INVIMA 2011M-0011924,03/01/2011,16/03/2016,Vencido,20017413,6,50.0,PRESENTACION COMERCIAL (GENÉRICO) CAJA POR 50 TABLETAS POR 5 BLISTER EN PVC/ALUMINIO POR 10 TABLETAS C/U,Inactivo,02/09/2015,16/03/2016,No,U,P01AB01,METRONIDAZOL,ORAL,A,METRONIDAZOL BASE,mg,50000000.0,TABLETA,TABLETA,TRIDEX FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER,
20019846,MOVILAX®NIÑOS,LABORATORIOS LEGRAND S.A.,INVIMA 2010M-0011020,25/06/2010,07/06/2015,Vencido,20019846,3,2.0,CAJA POR 2 SOBRES POR 7 GRAMOS EN FOIL ALUMINIO,Inactivo,24/06/2010,07/06/2015,No,U,A08AA05,MAZINDOL,ORAL,A,POLIETILENGLICOL USP NF (MACROGOL 3350),g,656300.0,SOBRE,POLVO PARA RECONSTITUIR A SOLUCION ORAL,LABORATORIOS LEGRAND S.A.,IMPORTADOR,IMPORTAR Y VENDER,
20019848,MOVILAX®ADULTOS,LABORATORIOS LEGRAND S.A.,INVIMA 2010M-0011019,25/06/2010,07/02/2015,Vencido,20019848,5,10.0,CAJA POR 10 SOBRES POR 14 GRAMOS EN FOIL ALUMINIO,Inactivo,24/06/2010,07/02/2015,No,U,A08AA05,MAZINDOL,ORAL,A,BICARBONATO DE SODIO BP,mg,17850000.0,SOBRE,POLVO PARA RECONSTITUIR A SOLUCION ORAL,LABORATORIOS LEGRAND S.A.,IMPORTADOR,IMPORTAR Y VENDER,
